"","Station_ID","UTM_X","UTM_Y","days","Subpop","counts"
"375","SCI11",1221125.74113579,655141.215647416,583,"Chilcotin",0
"376","SCI3",1221047.82006355,678959.528696388,379,"Chilcotin",0
"377","SCI4",1221153.14805242,676600.74098777,619,"Chilcotin",0
"378","SCI5",1220314.65742322,673386.148632355,647,"Chilcotin",0
"379","SCI6",1221182.91976577,669645.707619221,640,"Chilcotin",0
"380","SCI7",1221130.36891452,666098.489009271,366,"Chilcotin",0
"381","SCI8",1221195.03779891,663069.378395568,610,"Chilcotin",1
"382","SCI9",1221004.0003083,661043.317577711,524,"Chilcotin",1
"383","SCJ10",1223761.48159704,659149.184147461,389,"Chilcotin",0
"384","SCJ10a",1222997.99730152,660485.906600295,278,"Chilcotin",3
"385","SCJ10a_2",1222997.99730152,660485.906600295,100,"Chilcotin",1
"386","SCJ4",1223290.30624131,677399.000636104,619,"Chilcotin",4
"387","SCJ5",1223358.78036983,674325.09167795,647,"Chilcotin",0
"388","SCJ7",1223223.62797326,669536.476810829,640,"Chilcotin",0
"389","SCJ8",1223455.96923482,665935.112539714,643,"Chilcotin",0
"390","SCJ9",1223753.55722724,662448.289298485,600,"Chilcotin",0
"391","SCK10",1225968.73585017,658569.092980868,582,"Chilcotin",1
"392","SCK10_2",1225968.73585017,658569.092980868,119,"Chilcotin",0
"393","SCK3",1226374.39490732,678932.669413704,376,"Chilcotin",0
"394","SCK4",1226371.82251646,675922.318764588,225,"Chilcotin",0
"395","SCK5",1226856.11042676,673001.2127448,319,"Chilcotin",0
"396","SCK6",1227080.97044814,669622.402959446,368,"Chilcotin",0
"397","SCK7",1226572.33931449,666923.626958648,374,"Chilcotin",1
"398","SCK8",1225866.27804731,663915.037444828,569,"Chilcotin",0
"399","SCK9",1226607.65120084,661529.845441829,385,"Chilcotin",0
"400","SCL10",1228596.98494665,659558.744098425,670,"Chilcotin",0
"401","SCL3",1228099.3692847,684073.792870926,366,"Chilcotin",0
"402","SCL6",1228407.83627639,671299.852398372,612,"Chilcotin",0
"403","SCL6_2",1228407.83627639,671299.852398372,314,"Chilcotin",1
"404","SCL7",1228890.44333867,668445.8244389,676,"Chilcotin",0
"405","SCL8",1228628.29665242,664989.005345634,575,"Chilcotin",0
"406","SCL8_2",1228628.29665242,664989.005345634,88,"Chilcotin",0
"407","SCL9",1228991.38020051,663210.956317635,405,"Chilcotin",0
"408","SCM9",1231276.30092628,660942.379658479,385,"Chilcotin",0
"409","SCM9_2",1231276.30092628,660942.379658479,92,"Chilcotin",0
"410","JD-01",1192039.65276454,1003001.00361259,41,"Omineca",1
"411","JD-02",1192381.55414579,1002445.52012968,41,"Omineca",1
"412","JD-03",1179925.85984149,996425.780808595,41,"Omineca",1
"413","JD-04",1180012.4930863,995579.189510453,41,"Omineca",0
"414","JD-05",1180347.30503553,994724.381628571,41,"Omineca",2
"415","JD-06",1180591.34085518,994586.454296739,41,"Omineca",0
"416","JD-07",1182814.27894787,993868.310554533,41,"Omineca",0
"417","JD-08",1182469.18853118,993921.728031371,41,"Omineca",0
"418","WS-01",1232966.82258081,972273.806393961,45,"Omineca",0
"419","WS-02",1233220.56396082,971315.52554198,45,"Omineca",1
"420","WS-03",1232489.88737427,966734.803962474,45,"Omineca",3
"421","WS-04",1232860.83001967,966076.215974557,45,"Omineca",2
"422","WS-05",1230414.87837669,963376.015345913,45,"Omineca",1
"423","WS-06",1231879.09711512,962536.837999276,45,"Omineca",0
"424","WS-07",1233949.90111467,962306.113729971,45,"Omineca",0
"425","WS-08",1234397.10791939,962310.676084228,45,"Omineca",1
"426","PGS-08",1160054.26959344,996669.364415496,357,"Omineca",1
"427","PGS-10",1105350.87744726,970997.192339164,351,"Omineca",0
"428","PGS-13",1104974.53163037,973731.347627221,354,"Omineca",0
"429","PGS-21",1094532.32176302,934395.086799399,353,"Omineca",1
"430","PGS-22",1185465.03721211,988964.187481131,357,"Omineca",3
"431","PGS-23",1114374.27689293,974767.705012552,355,"Omineca",3
"432","PGS-24",1157276.92027554,972873.218865457,351,"Omineca",1
"433","PGS-27",1114733.03295186,983443.803892823,352,"Omineca",0
"434","PGS-36",1095020.40247397,953602.768920876,351,"Omineca",0
"435","PGS-37",1169282.61763277,986996.605080829,357,"Omineca",0
"436","PGS-49",1189389.16710399,988049.296636284,357,"Omineca",0
"437","PGS-50",1144296.38694073,978599.34073194,351,"Omineca",0
